# Preset Configuration File
layer_num=0,v=5.3,r=6370
layer_num=1979,v=11.248333333333333,r=4391
layer_num=1980,v=11.25,r=4390
layer_num=1981,v=11.251666666666665,r=4389
layer_num=1982,v=11.253333333333334,r=4388
layer_num=1983,v=11.254999999999999,r=4387
layer_num=1984,v=11.256666666666666,r=4386
layer_num=1985,v=11.258333333333333,r=4385
layer_num=1986,v=11.26,r=4384
layer_num=1987,v=11.261666666666667,r=4383
layer_num=1988,v=11.263333333333332,r=4382
layer_num=1989,v=11.265,r=4381
layer_num=1990,v=11.266666666666666,r=4380
layer_num=1991,v=11.268333333333333,r=4379
layer_num=1992,v=11.27,r=4378
layer_num=1993,v=11.271666666666667,r=4377
layer_num=1994,v=11.273333333333333,r=4376
layer_num=1995,v=11.274999999999999,r=4375
layer_num=1996,v=11.276666666666666,r=4374
layer_num=1997,v=11.278333333333332,r=4373
layer_num=1998,v=11.28,r=4372
layer_num=1999,v=11.281666666666666,r=4371
layer_num=2000,v=11.283333333333333,r=4370
layer_num=2001,v=11.285,r=4369
layer_num=2002,v=11.286666666666665,r=4368
layer_num=2003,v=11.288333333333332,r=4367
layer_num=2004,v=11.29,r=4366
layer_num=2005,v=11.291666666666666,r=4365
layer_num=2006,v=11.293333333333333,r=4364
layer_num=2007,v=11.295,r=4363
layer_num=2008,v=11.296666666666667,r=4362
layer_num=2009,v=11.298333333333332,r=4361
layer_num=2010,v=11.299999999999999,r=4360
layer_num=2011,v=11.301666666666666,r=4359
layer_num=2012,v=11.303333333333333,r=4358
layer_num=2013,v=11.305,r=4357
layer_num=2014,v=11.306666666666667,r=4356
layer_num=2015,v=11.308333333333334,r=4355
layer_num=2016,v=11.309999999999999,r=4354
layer_num=2017,v=11.311666666666666,r=4353
layer_num=2018,v=11.313333333333333,r=4352
layer_num=2019,v=11.315,r=4351
layer_num=2020,v=11.316666666666666,r=4350
layer_num=2021,v=11.318333333333333,r=4349
layer_num=2022,v=11.32,r=4348
layer_num=2023,v=11.321666666666665,r=4347
layer_num=2024,v=11.323333333333332,r=4346
layer_num=2025,v=11.325,r=4345
layer_num=2026,v=11.326666666666666,r=4344
layer_num=2027,v=11.328333333333333,r=4343
layer_num=2028,v=11.33,r=4342
layer_num=2029,v=11.331666666666667,r=4341
layer_num=2030,v=11.333333333333332,r=4340
layer_num=2031,v=11.334999999999999,r=4339
layer_num=2032,v=11.336666666666666,r=4338
layer_num=2033,v=11.338333333333333,r=4337
layer_num=2034,v=11.34,r=4336
layer_num=2035,v=11.341666666666667,r=4335
layer_num=2036,v=11.343333333333334,r=4334
layer_num=2037,v=11.344999999999999,r=4333
layer_num=2038,v=11.346666666666666,r=4332
layer_num=2039,v=11.348333333333333,r=4331
layer_num=2040,v=11.35,r=4330
layer_num=2041,v=11.351666666666667,r=4329
layer_num=2042,v=11.353333333333332,r=4328
layer_num=2043,v=11.355,r=4327
layer_num=2044,v=11.356666666666666,r=4326
layer_num=2045,v=11.358333333333333,r=4325
layer_num=2046,v=11.36,r=4324
layer_num=2047,v=11.361666666666666,r=4323
layer_num=2048,v=11.363333333333333,r=4322
layer_num=2049,v=11.364999999999998,r=4321
layer_num=2050,v=11.366666666666667,r=4320
layer_num=2051,v=11.368333333333332,r=4319
layer_num=2052,v=11.37,r=4318
layer_num=2053,v=11.371666666666666,r=4317
layer_num=2054,v=11.373333333333333,r=4316
layer_num=2055,v=11.375,r=4315
layer_num=2056,v=11.376666666666665,r=4314
layer_num=2057,v=11.378333333333334,r=4313
layer_num=2058,v=11.379999999999999,r=4312
layer_num=2059,v=11.381666666666666,r=4311
layer_num=2060,v=11.383333333333333,r=4310
layer_num=2061,v=11.385,r=4309
layer_num=2062,v=11.386666666666667,r=4308
layer_num=2063,v=11.388333333333332,r=4307
layer_num=2064,v=11.39,r=4306
layer_num=2065,v=11.391666666666666,r=4305
layer_num=2066,v=11.393333333333333,r=4304
layer_num=2067,v=11.395,r=4303
layer_num=2068,v=11.396666666666667,r=4302
layer_num=2069,v=11.398333333333333,r=4301
layer_num=2070,v=11.399999999999999,r=4300
layer_num=2071,v=11.401666666666666,r=4299
layer_num=2072,v=11.403333333333332,r=4298
layer_num=2073,v=11.405,r=4297
layer_num=2074,v=11.406666666666666,r=4296
layer_num=2075,v=11.408333333333333,r=4295
layer_num=2076,v=11.41,r=4294
layer_num=2077,v=11.411666666666665,r=4293
layer_num=2078,v=11.413333333333332,r=4292
layer_num=2079,v=11.415,r=4291
layer_num=2080,v=11.416666666666666,r=4290
layer_num=2081,v=11.418333333333333,r=4289
layer_num=2082,v=11.42,r=4288
layer_num=2083,v=11.421666666666667,r=4287
layer_num=2084,v=11.423333333333332,r=4286
layer_num=2085,v=11.424999999999999,r=4285
layer_num=2086,v=11.426666666666666,r=4284
layer_num=2087,v=11.428333333333333,r=4283
layer_num=2088,v=11.43,r=4282
layer_num=2089,v=11.431666666666667,r=4281
layer_num=2090,v=11.433333333333334,r=4280
layer_num=2091,v=11.434999999999999,r=4279
layer_num=2092,v=11.436666666666666,r=4278
layer_num=2093,v=11.438333333333333,r=4277
layer_num=2094,v=11.44,r=4276
layer_num=2095,v=11.441666666666666,r=4275
layer_num=2096,v=11.443333333333333,r=4274
layer_num=2097,v=11.445,r=4273
layer_num=2098,v=11.446666666666665,r=4272
layer_num=2099,v=11.448333333333332,r=4271
layer_num=2100,v=11.45,r=4270
layer_num=2101,v=11.451666666666666,r=4269
layer_num=2102,v=11.453333333333333,r=4268
layer_num=2103,v=11.455,r=4267
layer_num=2104,v=11.456666666666667,r=4266
layer_num=2105,v=11.458333333333332,r=4265
layer_num=2106,v=11.459999999999999,r=4264
layer_num=2107,v=11.461666666666666,r=4263
layer_num=2108,v=11.463333333333333,r=4262
layer_num=2109,v=11.465,r=4261
layer_num=2110,v=11.466666666666667,r=4260
layer_num=2111,v=11.468333333333334,r=4259
layer_num=2112,v=11.469999999999999,r=4258
layer_num=2113,v=11.471666666666666,r=4257
layer_num=2114,v=11.473333333333333,r=4256
layer_num=2115,v=11.475,r=4255
layer_num=2116,v=11.476666666666667,r=4254
layer_num=2117,v=11.478333333333333,r=4253
layer_num=2118,v=11.48,r=4252
layer_num=2119,v=11.481666666666666,r=4251
layer_num=2120,v=11.483333333333333,r=4250
layer_num=2121,v=11.485,r=4249
layer_num=2122,v=11.486666666666666,r=4248
layer_num=2123,v=11.488333333333333,r=4247
layer_num=2124,v=11.489999999999998,r=4246
layer_num=2125,v=11.491666666666667,r=4245
layer_num=2126,v=11.493333333333332,r=4244
layer_num=2127,v=11.495,r=4243
layer_num=2128,v=11.496666666666666,r=4242
layer_num=2129,v=11.498333333333333,r=4241
layer_num=2130,v=11.5,r=4240
layer_num=2131,v=11.501666666666665,r=4239
layer_num=2132,v=11.503333333333334,r=4238
layer_num=2133,v=11.504999999999999,r=4237
layer_num=2134,v=11.506666666666666,r=4236
layer_num=2135,v=11.508333333333333,r=4235
layer_num=2136,v=11.51,r=4234
layer_num=2137,v=11.511666666666667,r=4233
layer_num=2138,v=11.513333333333332,r=4232
layer_num=2139,v=11.515,r=4231
layer_num=2140,v=11.516666666666666,r=4230
layer_num=2141,v=11.518333333333333,r=4229
layer_num=2142,v=11.52,r=4228
layer_num=2143,v=11.521666666666667,r=4227
layer_num=2144,v=11.523333333333333,r=4226
layer_num=2145,v=11.524999999999999,r=4225
layer_num=2146,v=11.526666666666666,r=4224
layer_num=2147,v=11.528333333333332,r=4223
layer_num=2148,v=11.53,r=4222
layer_num=2149,v=11.531666666666666,r=4221
layer_num=2150,v=11.533333333333333,r=4220
layer_num=2151,v=11.535,r=4219
layer_num=2152,v=11.536666666666665,r=4218
layer_num=2153,v=11.538333333333332,r=4217
layer_num=2154,v=11.54,r=4216
layer_num=2155,v=11.541666666666666,r=4215
layer_num=2156,v=11.543333333333333,r=4214
layer_num=2157,v=11.545,r=4213
layer_num=2158,v=11.546666666666667,r=4212
layer_num=2159,v=11.548333333333332,r=4211
layer_num=2160,v=11.549999999999999,r=4210
layer_num=2161,v=11.551666666666666,r=4209
layer_num=2162,v=11.553333333333333,r=4208
layer_num=2163,v=11.555,r=4207
layer_num=2164,v=11.556666666666667,r=4206
layer_num=2165,v=11.558333333333334,r=4205
layer_num=2166,v=11.559999999999999,r=4204
layer_num=2167,v=11.561666666666666,r=4203
layer_num=2168,v=11.563333333333333,r=4202
layer_num=2169,v=11.565,r=4201
layer_num=2170,v=11.566666666666666,r=4200
layer_num=2171,v=11.568333333333333,r=4199
layer_num=2172,v=11.57,r=4198
layer_num=2173,v=11.571666666666665,r=4197
layer_num=2174,v=11.573333333333332,r=4196
layer_num=2175,v=11.575,r=4195
layer_num=2176,v=11.576666666666666,r=4194
layer_num=2177,v=11.578333333333333,r=4193
layer_num=2178,v=11.58,r=4192
layer_num=2179,v=11.581666666666667,r=4191
layer_num=2180,v=11.583333333333332,r=4190
layer_num=2181,v=11.584999999999999,r=4189
layer_num=2182,v=11.586666666666666,r=4188
layer_num=2183,v=11.588333333333333,r=4187
layer_num=2184,v=11.59,r=4186
layer_num=2185,v=11.591666666666667,r=4185
layer_num=2186,v=11.593333333333334,r=4184
layer_num=2187,v=11.594999999999999,r=4183
layer_num=2188,v=11.596666666666666,r=4182
layer_num=2189,v=11.598333333333333,r=4181
layer_num=2190,v=11.6,r=4180
layer_num=2191,v=11.601666666666667,r=4179
layer_num=2192,v=11.603333333333333,r=4178
layer_num=2193,v=11.605,r=4177
layer_num=2194,v=11.606666666666666,r=4176
layer_num=2195,v=11.608333333333333,r=4175
layer_num=2196,v=11.61,r=4174
layer_num=2197,v=11.611666666666666,r=4173
layer_num=2198,v=11.613333333333333,r=4172
layer_num=2199,v=11.614999999999998,r=4171
layer_num=2200,v=11.616666666666667,r=4170
layer_num=2201,v=11.618333333333332,r=4169
layer_num=2202,v=11.62,r=4168
layer_num=2203,v=11.621666666666666,r=4167
layer_num=2204,v=11.623333333333333,r=4166
layer_num=2205,v=11.625,r=4165
layer_num=2206,v=11.626666666666665,r=4164
layer_num=2207,v=11.628333333333334,r=4163
layer_num=2208,v=11.629999999999999,r=4162
layer_num=2209,v=11.631666666666666,r=4161
layer_num=2210,v=11.633333333333333,r=4160
layer_num=2211,v=11.635,r=4159
layer_num=2212,v=11.636666666666667,r=4158
layer_num=2213,v=11.638333333333332,r=4157
layer_num=2214,v=11.64,r=4156
layer_num=2215,v=11.641666666666666,r=4155
layer_num=2216,v=11.643333333333333,r=4154
layer_num=2217,v=11.645,r=4153
layer_num=2218,v=11.646666666666667,r=4152
layer_num=2219,v=11.648333333333333,r=4151
layer_num=2220,v=11.649999999999999,r=4150
layer_num=2221,v=11.651666666666667,r=4149
layer_num=2222,v=11.653333333333332,r=4148
layer_num=2223,v=11.655,r=4147
layer_num=2224,v=11.656666666666666,r=4146
layer_num=2225,v=11.658333333333333,r=4145
layer_num=2226,v=11.66,r=4144
layer_num=2227,v=11.661666666666665,r=4143
layer_num=2228,v=11.663333333333332,r=4142
layer_num=2229,v=11.665,r=4141
layer_num=2230,v=11.666666666666666,r=4140
layer_num=2231,v=11.668333333333333,r=4139
layer_num=2232,v=11.67,r=4138
layer_num=2233,v=11.671666666666667,r=4137
layer_num=2234,v=11.673333333333332,r=4136
layer_num=2235,v=11.674999999999999,r=4135
layer_num=2236,v=11.676666666666666,r=4134
layer_num=2237,v=11.678333333333333,r=4133
layer_num=2238,v=11.68,r=4132
layer_num=2239,v=11.681666666666667,r=4131
layer_num=2240,v=11.683333333333334,r=4130
layer_num=2241,v=11.684999999999999,r=4129
layer_num=2242,v=11.686666666666666,r=4128
layer_num=2243,v=11.688333333333333,r=4127
layer_num=2244,v=11.69,r=4126
layer_num=2245,v=11.691666666666666,r=4125
layer_num=2246,v=11.693333333333333,r=4124
layer_num=2247,v=11.695,r=4123
layer_num=2248,v=11.696666666666665,r=4122
layer_num=2249,v=11.698333333333332,r=4121
layer_num=2250,v=11.7,r=4120
layer_num=2251,v=11.701666666666666,r=4119
layer_num=2252,v=11.703333333333333,r=4118
layer_num=2253,v=11.705,r=4117
layer_num=2254,v=11.706666666666667,r=4116
layer_num=2255,v=11.708333333333332,r=4115
layer_num=2256,v=11.709999999999999,r=4114
layer_num=2257,v=11.711666666666666,r=4113
layer_num=2258,v=11.713333333333333,r=4112
layer_num=2259,v=11.715,r=4111
layer_num=2260,v=11.716666666666667,r=4110
layer_num=2261,v=11.718333333333334,r=4109
layer_num=2262,v=11.719999999999999,r=4108
layer_num=2263,v=11.721666666666666,r=4107
layer_num=2264,v=11.723333333333333,r=4106
layer_num=2265,v=11.725,r=4105
layer_num=2266,v=11.726666666666667,r=4104
layer_num=2267,v=11.728333333333333,r=4103
layer_num=2268,v=11.73,r=4102
layer_num=2269,v=11.731666666666666,r=4101
layer_num=2270,v=11.733333333333333,r=4100
layer_num=2271,v=11.735,r=4099
layer_num=2272,v=11.736666666666666,r=4098
layer_num=2273,v=11.738333333333333,r=4097
layer_num=2274,v=11.739999999999998,r=4096
layer_num=2275,v=11.741666666666667,r=4095
layer_num=2276,v=11.743333333333332,r=4094
layer_num=2277,v=11.745,r=4093
layer_num=2278,v=11.746666666666666,r=4092
layer_num=2279,v=11.748333333333333,r=4091
layer_num=2280,v=11.75,r=4090
layer_num=2281,v=11.751666666666665,r=4089
layer_num=2282,v=11.753333333333334,r=4088
layer_num=2283,v=11.754999999999999,r=4087
layer_num=2284,v=11.756666666666666,r=4086
layer_num=2285,v=11.758333333333333,r=4085
layer_num=2286,v=11.76,r=4084
layer_num=2287,v=11.761666666666667,r=4083
layer_num=2288,v=11.763333333333332,r=4082
layer_num=2289,v=11.765,r=4081
layer_num=2290,v=11.766666666666666,r=4080
layer_num=2291,v=11.768333333333333,r=4079
layer_num=2292,v=11.77,r=4078
layer_num=2293,v=11.771666666666667,r=4077
layer_num=2294,v=11.773333333333333,r=4076
layer_num=2295,v=11.774999999999999,r=4075
layer_num=2296,v=11.776666666666667,r=4074
layer_num=2297,v=11.778333333333332,r=4073
layer_num=2298,v=11.78,r=4072
layer_num=2299,v=11.781666666666666,r=4071
layer_num=2300,v=11.783333333333333,r=4070
layer_num=2301,v=11.785,r=4069
layer_num=2302,v=11.786666666666665,r=4068
layer_num=2303,v=11.788333333333332,r=4067
layer_num=2304,v=11.79,r=4066
layer_num=2305,v=11.791666666666666,r=4065
layer_num=2306,v=11.793333333333333,r=4064
layer_num=2307,v=11.795,r=4063
layer_num=2308,v=11.796666666666667,r=4062
layer_num=2309,v=11.798333333333332,r=4061
layer_num=2310,v=11.799999999999999,r=4060
layer_num=2311,v=11.801666666666666,r=4059
layer_num=2312,v=11.803333333333333,r=4058
layer_num=2313,v=11.805,r=4057
layer_num=2314,v=11.806666666666667,r=4056
layer_num=2315,v=11.808333333333334,r=4055
layer_num=2316,v=11.809999999999999,r=4054
layer_num=2317,v=11.811666666666666,r=4053
layer_num=2318,v=11.813333333333333,r=4052
layer_num=2319,v=11.815,r=4051
layer_num=2320,v=11.816666666666666,r=4050
layer_num=2321,v=11.818333333333333,r=4049
layer_num=2322,v=11.82,r=4048
layer_num=2323,v=11.821666666666665,r=4047
layer_num=2324,v=11.823333333333332,r=4046
layer_num=2325,v=11.825,r=4045
layer_num=2326,v=11.826666666666666,r=4044
layer_num=2327,v=11.828333333333333,r=4043
layer_num=2328,v=11.83,r=4042
layer_num=2329,v=11.831666666666667,r=4041
layer_num=2330,v=11.833333333333332,r=4040
layer_num=2331,v=11.834999999999999,r=4039
layer_num=2332,v=11.836666666666666,r=4038
layer_num=2333,v=11.838333333333333,r=4037
layer_num=2334,v=11.84,r=4036
layer_num=2335,v=11.841666666666667,r=4035
layer_num=2336,v=11.843333333333334,r=4034
layer_num=2337,v=11.844999999999999,r=4033
layer_num=2338,v=11.846666666666666,r=4032
layer_num=2339,v=11.848333333333333,r=4031
layer_num=2340,v=11.85,r=4030
layer_num=2341,v=11.851666666666667,r=4029
layer_num=2342,v=11.853333333333333,r=4028
layer_num=2343,v=11.855,r=4027
layer_num=2344,v=11.856666666666666,r=4026
layer_num=2345,v=11.858333333333333,r=4025
layer_num=2346,v=11.86,r=4024
layer_num=2347,v=11.861666666666666,r=4023
layer_num=2348,v=11.863333333333333,r=4022
layer_num=2349,v=11.864999999999998,r=4021
layer_num=2350,v=11.866666666666667,r=4020
layer_num=2351,v=11.868333333333332,r=4019
layer_num=2352,v=11.87,r=4018
layer_num=2353,v=11.871666666666666,r=4017
layer_num=2354,v=11.873333333333333,r=4016
layer_num=2355,v=11.875,r=4015
layer_num=2356,v=11.876666666666665,r=4014
layer_num=2357,v=11.878333333333334,r=4013
layer_num=2358,v=11.879999999999999,r=4012
layer_num=2359,v=11.881666666666666,r=4011
layer_num=2360,v=11.883333333333333,r=4010
layer_num=2361,v=11.885,r=4009
layer_num=2362,v=11.886666666666667,r=4008
layer_num=2363,v=11.888333333333332,r=4007
layer_num=2364,v=11.89,r=4006
layer_num=2365,v=11.891666666666666,r=4005
layer_num=2366,v=11.893333333333333,r=4004
layer_num=2367,v=11.895,r=4003
layer_num=2368,v=11.896666666666667,r=4002
layer_num=2369,v=11.898333333333333,r=4001
layer_num=2370,v=11.899999999999999,r=4000
layer_num=2371,v=11.901666666666667,r=3999
layer_num=2372,v=11.903333333333332,r=3998
layer_num=2373,v=11.905,r=3997
layer_num=2374,v=11.906666666666666,r=3996
layer_num=2375,v=11.908333333333333,r=3995
layer_num=2376,v=11.91,r=3994
layer_num=2377,v=11.911666666666665,r=3993
layer_num=2378,v=11.913333333333332,r=3992
layer_num=2379,v=11.915,r=3991
layer_num=2380,v=11.916666666666666,r=3990
layer_num=2381,v=11.918333333333333,r=3989
layer_num=2382,v=11.92,r=3988
layer_num=2383,v=11.921666666666667,r=3987
layer_num=2384,v=11.923333333333332,r=3986
layer_num=2385,v=11.924999999999999,r=3985
layer_num=2386,v=11.926666666666666,r=3984
layer_num=2387,v=11.928333333333333,r=3983
layer_num=2388,v=11.93,r=3982
layer_num=2389,v=11.931666666666667,r=3981
layer_num=2390,v=11.933333333333334,r=3980
layer_num=2391,v=11.934999999999999,r=3979
layer_num=2392,v=11.936666666666666,r=3978
layer_num=2393,v=11.938333333333333,r=3977
layer_num=2394,v=11.94,r=3976
layer_num=2395,v=11.941666666666666,r=3975
layer_num=2396,v=11.943333333333333,r=3974
layer_num=2397,v=11.945,r=3973
layer_num=2398,v=11.946666666666665,r=3972
layer_num=2399,v=11.948333333333332,r=3971
layer_num=2400,v=11.95,r=3970
layer_num=2401,v=11.951666666666666,r=3969
layer_num=2402,v=11.953333333333333,r=3968
layer_num=2403,v=11.955,r=3967
layer_num=2404,v=11.956666666666667,r=3966
layer_num=2405,v=11.958333333333332,r=3965
layer_num=2406,v=11.959999999999999,r=3964
layer_num=2407,v=11.961666666666666,r=3963
layer_num=2408,v=11.963333333333333,r=3962
layer_num=2409,v=11.965,r=3961
layer_num=2410,v=11.966666666666667,r=3960
layer_num=2411,v=11.968333333333334,r=3959
layer_num=2412,v=11.969999999999999,r=3958
layer_num=2413,v=11.971666666666666,r=3957
layer_num=2414,v=11.973333333333333,r=3956
layer_num=2415,v=11.975,r=3955
layer_num=2416,v=11.976666666666667,r=3954
layer_num=2417,v=11.978333333333333,r=3953
layer_num=2418,v=11.98,r=3952
layer_num=2419,v=11.981666666666666,r=3951
layer_num=2420,v=11.983333333333333,r=3950
layer_num=2421,v=11.985,r=3949
layer_num=2422,v=11.986666666666666,r=3948
layer_num=2423,v=11.988333333333333,r=3947
layer_num=2424,v=11.989999999999998,r=3946
layer_num=2425,v=11.991666666666667,r=3945
layer_num=2426,v=11.993333333333332,r=3944
layer_num=2427,v=11.995,r=3943
layer_num=2428,v=11.996666666666666,r=3942
layer_num=2429,v=11.998333333333333,r=3941
layer_num=2430,v=12.0,r=3940
layer_num=2431,v=12.001666666666665,r=3939
layer_num=2432,v=12.003333333333334,r=3938
layer_num=2433,v=12.004999999999999,r=3937
layer_num=2434,v=12.006666666666666,r=3936
layer_num=2435,v=12.008333333333333,r=3935
layer_num=2436,v=12.01,r=3934
layer_num=2437,v=12.011666666666667,r=3933
layer_num=2438,v=12.013333333333332,r=3932
layer_num=2439,v=12.015,r=3931
layer_num=2440,v=12.016666666666666,r=3930
layer_num=2441,v=12.018333333333333,r=3929
layer_num=2442,v=12.02,r=3928
layer_num=2443,v=12.021666666666667,r=3927
layer_num=2444,v=12.023333333333333,r=3926
layer_num=2445,v=12.024999999999999,r=3925
layer_num=2446,v=12.026666666666667,r=3924
layer_num=2447,v=12.028333333333332,r=3923
layer_num=2448,v=12.03,r=3922
layer_num=2449,v=12.031666666666666,r=3921
layer_num=2450,v=12.033333333333333,r=3920
layer_num=2451,v=12.035,r=3919
layer_num=2452,v=12.036666666666665,r=3918
layer_num=2453,v=12.038333333333332,r=3917
layer_num=2454,v=12.04,r=3916
layer_num=2455,v=12.041666666666666,r=3915
layer_num=2456,v=12.043333333333333,r=3914
layer_num=2457,v=12.045,r=3913
layer_num=2458,v=12.046666666666667,r=3912
layer_num=2459,v=12.048333333333332,r=3911
layer_num=2460,v=12.049999999999999,r=3910
layer_num=2461,v=12.051666666666666,r=3909
layer_num=2462,v=12.053333333333333,r=3908
layer_num=2463,v=12.055,r=3907
layer_num=2464,v=12.056666666666667,r=3906
layer_num=2465,v=12.058333333333334,r=3905
layer_num=2466,v=12.059999999999999,r=3904
layer_num=2467,v=12.061666666666666,r=3903
layer_num=2468,v=12.063333333333333,r=3902
layer_num=2469,v=12.065,r=3901
